date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:07:18	66404/66404	------	200	untouched ('OK')	text/html	date:Fri,%2013%20Jan%202023%2014:44:19%20GMT	https://operativereview.com/	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/index.html	(from )
18:07:18	120/120	------	200	untouched ('OK')	text/plain	date:Fri,%2013%20Jan%202023%2014:44:18%20GMT	https://operativereview.com/robots.txt		(from )
18:07:18	1088/1088	------	200	untouched ('')	application/rss+xml	date:Thu,%2012%20Jan%202023%2023:00:47%20GMT	https://operativereview.com/feed/	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/feed/index.html	(from https://operativereview.com/)
18:07:18	742/742	------	200	untouched ('')	application/rss+xml	date:Thu,%2012%20Jan%202023%2023:00:47%20GMT	https://operativereview.com/comments/feed/	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/comments/feed/index.html	(from https://operativereview.com/)
18:07:18	94889/94889	------	200	untouched ('OK')	text/css	date:Tue,%2015%20Nov%202022%2020:03:58%20GMT	https://operativereview.com/wp-includes/css/dist/block-library/style.min.css?ver=6.1.1	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-includes/css/dist/block-library/style.min6a4d.css	(from https://operativereview.com/)
18:07:18	217/217	------	200	untouched ('OK')	text/css	date:Wed,%2002%20Nov%202022%2007:18:16%20GMT	https://operativereview.com/wp-includes/css/classic-themes.min.css?ver=1	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-includes/css/classic-themes.min68b3.css	(from https://operativereview.com/)
18:07:18	13766/13766	------	200	untouched ('OK')	text/css	date:Thu,%2002%20Jun%202022%2002:04:29%20GMT	https://operativereview.com/wp-content/uploads/elementor/css/custom-frontend-legacy.min.css?ver=3.9.2	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/uploads/elementor/css/custom-frontend-legacy.min2e46.css	(from https://operativereview.com/)
18:07:18	163400/163400	------	200	untouched ('OK')	text/css	date:Thu,%2002%20Jun%202022%2002:04:29%20GMT	https://operativereview.com/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1654135469	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/uploads/elementor/css/custom-frontend.min8f0b.css	(from https://operativereview.com/)
18:07:18	3468/3468	------	200	untouched ('OK')	text/css	date:Tue,%2006%20Dec%202022%2022:51:18%20GMT	https://operativereview.com/wp-content/uploads/elementor/css/post-128.css?ver=1670367078	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/uploads/elementor/css/post-128669a.css	(from https://operativereview.com/)
18:07:18	59344/59344	------	200	untouched ('OK')	text/css	date:Thu,%2002%20Jun%202022%2002:03:43%20GMT	https://operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1	D:/School/Sur_OperativeReview/Operative%20Review/operativereview.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min9e0b.css	(from https://operativereview.com/)
